상담일자,Dnis,Channel,소재,광고비,광고횟수,I/B콜수,응대호,정기건수,정기금액,일시건수,일시금액,응대율,콜전환율,정기전환율,CPR,ROI
2026-04-03,1899-0218,EBS,식사지원 은영이ver2,"1,430,000",3,11,7,4,"100,000",2,"370,000",64%,367%,57%,"130,000",0.84
2026-04-03,1899-0219,SPOTV,식사지원 지영이,"118,280",2,1,1,,,,,100%,50%,0%,"118,280",0
2026-04-03,1899-0519,SPOTV2,식사지원 사랑이,"171,875",4,1,1,,,1,"20,000",100%,25%,0%,"171,875",0
2026-04-03,1899-0325,SPOTV G&H (SVC),식사지원 지영이, - ,3,,,,,,,0%,0%,0%, - ,0
2026-04-03,1899-0762,JTBC4,식사지원 은영이ver2,"382,462",11,2, - ,1,"20,000", - , - ,0%,20%,0%,"184,277",0.65
2026-04-03,1899-7318,JTBC4,가족돌봄 지수,"382,462",11,2,2,2,"40,000", - , - ,100%,20%,100%,"184,277",1.3
2026-04-03,1899-7319,JTBC4,가족돌봄 선우,"278,154",8,3,1, - , - ,1,"50,000",33%,43%,0%,"85,996",0
2026-04-03,1899-7325,JTBC4,식사지원 사랑이,"243,385",7,4,2, - , - , - , - ,50%,57%,0%,"64,497",0
2026-04-03,1899-7316,JTBC4,식사지원 준우_셰프,"278,154",8,1,1, - , - , - , - ,100%,13%,0%,"294,844",0
2026-04-03,1899-0739,JTBC4,뇌병변 무준이ver2,"278,154",8, - , - ,1,"30,000", - , - ,0%,0%,0%, - ,1.22
2026-04-03,1899-7326,JTBC2 (SVC),뇌병변 무준이ver2, - ,2,,,,,,,0%,0%,0%, - ,0
2026-04-03,1899-0776,라이프타임,가족돌봄 지수ver2,"145,341",4,1,1,1,"30,000",,,100%,25%,100%,"145,341",2.48
2026-04-03,1899-7314,히스토리 (SVC),식사지원 지영이, - ,6,,,,,,,0%,0%,0%, - ,0
2026-04-03,1899-5186,시네마천국,식사지원 지영이,"183,333",8,3,3,,,1,"20,000",100%,38%,0%,"61,111",0
2026-04-03,-,기타 TV채널,-, - , - ,4,1,,,1,"30,000",25%,0%,0%, - ,0
2026-04-03,2102-4590,발신,-, - , - ,1,1,,,,,100%,0%,0%, - ,0
2026-04-04,1899-0218,EBS,식사지원 은영이ver2,"814,000",2,1,,,,,,0%,50%,0%,"814,000",0
2026-04-04,1899-0219,SPOTV,식사지원 지영이,"177,419",3,,,,,,,0%,0%,0%, - ,0
2026-04-04,1899-0519,SPOTV2,식사지원 사랑이,"128,906",3,3,3,,,,,100%,100%,0%,"42,969",0
2026-04-04,1899-0325,SPOTV G&H (SVC),식사지원 지영이, - ,2,,,,,,,0%,0%,0%, - ,0
2026-04-04,1899-0762,JTBC4,식사지원 은영이ver2,"313,663",10,1,1,1,"30,000", - , - ,100%,13%,100%,"313,663",1.15
2026-04-04,1899-7318,JTBC4,가족돌봄 지수,"313,663",10,8,3,1,"20,000", - , - ,38%,100%,33%,"39,208",0.77
2026-04-04,1899-7319,JTBC4,가족돌봄 선우,"219,564",7,2,2,2,"55,000", - , - ,100%,33%,100%,"117,624",2.81
2026-04-04,1899-7325,JTBC4,식사지원 사랑이,"250,931",8,2,2, - , - , - , - ,100%,33%,0%,"117,624",0
2026-04-04,1899-7316,JTBC4,식사지원 준우_셰프,"219,564",7,2,1, - , - , - , - ,50%,33%,0%,"117,624",0
2026-04-04,1899-0739,JTBC4,뇌병변 무준이ver2,"250,931",8,2,2,1,"20,000", - , - ,100%,33%,50%,"117,624",1.02
2026-04-04,1899-7326,JTBC2 (SVC),뇌병변 무준이ver2, - ,1,,,,,,,0%,0%,0%, - ,0
2026-04-04,1899-0776,라이프타임,가족돌봄 지수ver2,"237,135",5,2,1,2,"30,000",1,"20,000",50%,40%,200%,"118,567",1.52
2026-04-04,1899-7314,히스토리 (SVC),식사지원 지영이, - ,7,,,,,,,0%,0%,0%, - ,0
2026-04-04,1899-5186,시네마천국,식사지원 지영이,"183,333",8,4,3,,,,,75%,50%,0%,"45,833",0
2026-04-04,-,기타 TV채널,-, - , - ,1,1,,,,,100%,0%,0%, - ,0
2026-04-04,2102-4590,발신,-, - , - ,,,,,,,0%,0%,0%, - ,0
2026-04-05,1899-0218,EBS,식사지원 은영이ver2,"814,000",2,3,3,1,"20,000",1,"20,000",100%,150%,33%,"271,333",0.29
2026-04-05,1899-0219,SPOTV,식사지원 지영이,"295,699",5,3,2,1,"30,000",,,67%,60%,50%,"98,566",1.22
2026-04-05,1899-0519,SPOTV2,식사지원 사랑이,"171,875",4,1,,,,,,0%,25%,0%,"171,875",0
2026-04-05,1899-0325,SPOTV G&H (SVC),식사지원 지영이, - ,2,,,,,,,0%,0%,0%, - ,0
2026-04-05,1899-0762,JTBC4,식사지원 은영이ver2,"331,960",11,1,1, - , - , - , - ,100%,11%,0%,"355,672",0
2026-04-05,1899-7318,JTBC4,가족돌봄 지수,"331,960",11,1, - , - , - , - , - ,0%,11%,0%,"355,672",0
2026-04-05,1899-7319,JTBC4,가족돌봄 선우,"241,426",8,2,2, - , - , - , - ,100%,33%,0%,"118,558",0
2026-04-05,1899-7325,JTBC4,식사지원 사랑이,"241,426",8,1, - , - , - , - , - ,0%,17%,0%,"237,115",0
2026-04-05,1899-7316,JTBC4,식사지원 준우_셰프,"271,604",9, - , - , - , - , - , - ,0%,0%,0%, - ,0
2026-04-05,1899-0739,JTBC4,뇌병변 무준이ver2,"241,426",8,1,1,1,"30,000", - , - ,100%,17%,100%,"237,115",1.52
2026-04-05,1899-7326,JTBC2 (SVC),뇌병변 무준이ver2, - ,1,,,,,,,0%,0%,0%, - ,0
2026-04-05,1899-0776,라이프타임,가족돌봄 지수ver2,"99,444",3,,,,,,,0%,0%,0%, - ,0
2026-04-05,1899-7314,히스토리 (SVC),식사지원 지영이, - ,7,,,,,,,0%,0%,0%, - ,0
2026-04-05,1899-5186,시네마천국,식사지원 지영이,"183,333",8,1,1,,,1,"20,000",100%,13%,0%,"183,333",0
2026-04-05,-,기타 TV채널,-, - , - ,,,,,,,0%,0%,0%, - ,0
2026-04-05,2102-4590,발신,-, - , - ,1,1,,,,,100%,0%,0%, - ,0
